Lettera;Codice Ateco 2007;Descrizione
G;461304;Procacciatori d'affari di legname e materiali da costruzione
G;461305;Mediatori in legname e materiali da costruzione
G;4614;Intermediari del commercio di macchinari, impianti industriali, navi e aeromobili
G;46140;Intermediari del commercio di macchinari, impianti industriali, navi e aeromobili, macchine agricole, macchine per ufficio, attrezzature per le telecomunicazioni, computer e loro periferiche
G;461401;"Agenti e rappresentanti di macchine, attrezzature ed impianti per l'industria ed il commercio; materiale e apparecchi elettrici ed elettronici per uso non domestico"
G;461402;Agenti e rappresentanti di macchine per costruzioni edili e stradali
G;461403;Agenti e rappresentanti di macchine, attrezzature per ufficio, attrezzature per le telecomunicazioni, computer e loro periferiche
G;461404;Agenti e rappresentanti di macchine ed attrezzature per uso agricolo (inclusi i trattori)
G;461405;Agenti e rappresentanti di navi, aeromobili e altri veicoli (esclusi autoveicoli, motocicli, ciclomotori e biciclette)
G;461406;Procacciatori d'affari di macchinari, impianti industriali, navi e aeromobili, macchine agricole, macchine per ufficio, attrezzature per le telecomunicazioni, computer e loro periferiche
G;461407;Mediatori in macchinari, impianti industriali, navi e aeromobili, macchine agricole, macchine per ufficio, attrezzature per le telecomunicazioni, computer e loro periferiche
G;4615;Intermediari del commercio di mobili, articoli per la casa e ferramenta
G;46150;Intermediari del commercio di mobili, articoli per la casa e ferramenta
G;461501;Agenti e rappresentanti di mobili in legno, metallo e materie plastiche
G;461502;Agenti e rappresentanti di articoli di ferramenta e di bricolage
G;461503;Agenti e rappresentanti di articoli casalinghi, porcellane, articoli in vetro eccetera
G;461504;Agenti e rappresentanti di vernici, carte da parati, stucchi e cornici decorativi
G;461505;"Agenti e rappresentanti di mobili e oggetti di arredamento per la casa in canna, vimini, giunco, sughero, paglia; scope, spazzole, cesti e simili"
G;461506;Procacciatori d'affari di mobili, articoli per la casa e ferramenta
G;461507;Mediatori in mobili, articoli per la casa e ferramenta
G;4616;Intermediari del commercio di prodotti tessili, abbigliamento, pellicce, calzature e articoli in pelle
G;46160;Intermediari del commercio di prodotti tessili, abbigliamento, pellicce, calzature e articoli in pelle
G;461601;Agenti e rappresentanti di vestiario ed accessori di abbigliamento
G;461602;Agenti e rappresentanti di pellicce
G;461603;Agenti e rappresentanti di tessuti per abbigliamento ed arredamento (incluse merceria e passamaneria)
G;461604;Agenti e rappresentanti di camicie, biancheria e maglieria intima
G;461605;Agenti e rappresentanti di calzature ed accessori
G;461606;Agenti e rappresentanti di pelletteria, valige ed articoli da viaggio
G;461607;Agenti e rappresentanti di articoli tessili per la casa, tappeti, stuoie e materassi
G;461608;Procacciatori d'affari di prodotti tessili, abbigliamento, pellicce, calzature e articoli in pelle
G;461609;Mediatori in prodotti tessili, abbigliamento, pellicce, calzature e articoli in pelle
G;4617;Intermediari del commercio di prodotti alimentari, bevande e tabacco
G;46170;Intermediari del commercio di prodotti alimentari, bevande e tabacco
G;461701;Agenti e rappresentanti di prodotti ortofrutticoli freschi, congelati e surgelati
G;461702;"Agenti e rappresentanti di carni fresche, congelate, surgelate, conservate e secche; salumi"
G;461703;Agenti e rappresentanti di latte, burro e formaggi
G;461704;Agenti e rappresentanti di oli e grassi alimentari: olio d'oliva e di semi, margarina ed altri prodotti similari
G;461705;Agenti e rappresentanti di bevande e prodotti similari
G;461706;Agenti e rappresentanti di prodotti ittici freschi, congelati, surgelati e conservati e secchi
G;461707;"Agenti e rappresentanti di altri prodotti alimentari (incluse le uova e gli alimenti per gli animali domestici); tabacco"
G;461708;Procacciatori d'affari di prodotti alimentari, bevande e tabacco
G;461709;Mediatori in prodotti alimentari, bevande e tabacco
G;4618;Intermediari del commercio specializzato in altri prodotti
G;46181;Intermediari del commercio di prodotti di carta, cancelleria, libri
G;461811;"Agenti e rappresentanti di carta e cartone (esclusi gli imballaggi); articoli di cartoleria e cancelleria"
G;461812;Agenti e rappresentanti di libri e altre pubblicazioni (incluso i relativi abbonamenti)
G;461813;Procacciatori d'affari di prodotti di carta, cancelleria, libri
G;461814;Mediatori in prodotti di carta, cancelleria, libri
G;46182;Intermediari del commercio di elettronica di consumo audio e video, materiale elettrico per uso domestico, elettrodomestici
G;461821;Agenti e rappresentanti di elettronica di consumo audio e video, materiale elettrico per uso domestico
G;461822;Agenti e rappresentanti di apparecchi elettrodomestici
G;461823;Procacciatori d'affari di elettronica di consumo audio e video, materiale elettrico per uso domestico, elettrodomestici
G;461824;Mediatori in elettronica di consumo audio e video, materiale elettrico per uso domestico, elettrodomestici
G;46183;Intermediari del commercio di prodotti farmaceutici e di cosmetici
G;461831;"Agenti e rappresentanti di prodotti farmaceutici; prodotti di erboristeria per uso medico"
G;461832;"Agenti e rappresentanti di prodotti sanitari ed apparecchi medicali, chirurgici e ortopedici; apparecchi per centri di estetica"
G;461833;"Agenti e rappresentanti di prodotti di profumeria e di cosmetica (inclusi articoli per parrucchieri); prodotti di erboristeria per uso cosmetico"
G;461834;Procacciatori d'affari di prodotti farmaceutici e di cosmetici
G;461835;Mediatori in prodotti farmaceutici e cosmetici
G;46189;Intermediari del commercio di attrezzature sportive, biciclette e altri prodotti nca
G;461891;"Agenti e rappresentanti di attrezzature sportive; biciclette"
G;461892;Agenti e rappresentanti di orologi, oggetti e semilavorati per gioielleria e oreficeria
G;461893;"Agenti e rappresentanti di articoli fotografici, ottici e prodotti simili; strumenti scientifici e per laboratori di analisi"
G;461894;Agenti e rappresentanti di saponi, detersivi, candele e prodotti simili
G;461895;Agenti e rappresentanti di giocattoli
G;461896;Agenti e rappresentanti di chincaglieria e bigiotteria
G;461897;Agenti e rappresentanti di altri prodotti non alimentari nca (inclusi gli imballaggi e gli articoli antinfortunistici, antincendio e pubblicitari)
G;461898;Procacciatori d'affari di attrezzature sportive, biciclette e altri prodotti nca
G;461899;Mediatori in attrezzature sportive, biciclette e altri prodotti nca
G;4619;Intermediari del commercio di vari prodotti senza prevalenza di alcuno
G;46190;Intermediari del commercio di vari prodotti senza prevalenza di alcuno
G;461901;Agenti e rappresentanti di vari prodotti senza prevalenza di alcuno
G;461902;Procacciatori d'affari di vari prodotti senza prevalenza di alcuno
G;461903;Mediatori in vari prodotti senza prevalenza di alcuno
G;461904;"Gruppi di acquisto; mandatari agli acquisti; buyer"
G;462;COMMERCIO ALL'INGROSSO DI MATERIE PRIME AGRICOLE E DI ANIMALI VIVI
G;4621;Commercio all'ingrosso di cereali, tabacco grezzo, sementi e alimenti per il bestiame (mangimi)
G;46211;Commercio all'ingrosso di cereali e legumi secchi
G;462110;Commercio all'ingrosso di cereali e legumi secchi
G;46212;Commercio all'ingrosso di sementi e alimenti per il bestiame (mangimi), piante officinali, semi oleosi, patate da semina, tabacco grezzo
G;462121;Commercio all'ingrosso di tabacco grezzo
G;462122;Commercio all'ingrosso di sementi e alimenti per il bestiame (mangimi), piante officinali, semi oleosi, patate da semina
G;4622;Commercio all'ingrosso di fiori e piante
G;46220;Commercio all'ingrosso di fiori e piante
G;462200;Commercio all'ingrosso di fiori e piante
G;4623;Commercio all'ingrosso di animali vivi
G;46230;Commercio all'ingrosso di animali vivi
G;462300;Commercio all'ingrosso di animali vivi
G;4624;Commercio all'ingrosso di pelli e cuoio
G;46241;Commercio all'ingrosso di cuoio e pelli gregge e lavorate (escluse le pelli per pellicceria)
G;462410;Commercio all'ingrosso di cuoio e pelli gregge e lavorate (escluse le pelli per pellicceria)
G;46242;Commercio all'ingrosso di pelli gregge e lavorate per pellicceria
G;462420;Commercio all'ingrosso di pelli gregge e lavorate per pellicceria
G;463;COMMERCIO ALL'INGROSSO DI PRODOTTI ALIMENTARI, BEVANDE E PRODOTTI DEL TABACCO
G;4631;Commercio all'ingrosso di frutta e ortaggi freschi o conservati
G;46311;Commercio all'ingrosso di frutta e ortaggi freschi
G;463110;Commercio all'ingrosso di frutta e ortaggi freschi
G;46312;Commercio all'ingrosso di frutta e ortaggi conservati
G;463120;Commercio all'ingrosso di frutta e ortaggi conservati
G;4632;Commercio all'ingrosso di carne e di prodotti a base di carne
G;46321;Commercio all'ingrosso di carne fresca, congelata e surgelata
G;463210;Commercio all'ingrosso di carne fresca, congelata e surgelata
G;46322;Commercio all'ingrosso di prodotti di salumeria
G;463220;Commercio all'ingrosso di prodotti di salumeria
G;4633;Commercio all'ingrosso di prodotti lattiero-caseari, uova, oli e grassi commestibili
G;46331;Commercio all'ingrosso di prodotti lattiero-caseari e di uova
G;463310;Commercio all'ingrosso di prodotti lattiero-caseari e di uova
G;46332;Commercio all'ingrosso di oli e grassi alimentari di origine vegetale o animale
G;463320;Commercio all'ingrosso di oli e grassi alimentari di origine vegetale o animale
G;4634;Commercio all'ingrosso di bevande
G;46341;Commercio all'ingrosso di bevande alcoliche
G;463410;Commercio all'ingrosso di bevande alcoliche
G;46342;Commercio all'ingrosso di bevande non alcoliche
G;463420;Commercio all'ingrosso di bevande non alcoliche
G;4635;Commercio all'ingrosso di prodotti del tabacco 
G;46350;Commercio all'ingrosso di prodotti del tabacco
G;463500;Commercio all'ingrosso di prodotti del tabacco
G;4636;Commercio all'ingrosso di zucchero, cioccolato, dolciumi e prodotti da forno
G;46360;Commercio all'ingrosso di zucchero, cioccolato, dolciumi e prodotti da forno
G;463600;Commercio all'ingrosso di zucchero, cioccolato, dolciumi e prodotti da forno
G;4637;Commercio all'ingrosso di caffè, tè, cacao e spezie
G;46370;Commercio all'ingrosso di caffè, tè, cacao e spezie
G;463701;Commercio all'ingrosso di caffè
G;463702;Commercio all'ingrosso di tè, cacao e spezie
G;4638;Commercio all'ingrosso di altri prodotti alimentari, inclusi pesci, crostacei e molluschi
G;46381;Commercio all'ingrosso di prodotti della pesca freschi
G;463810;Commercio all'ingrosso di prodotti della pesca freschi
G;46382;Commercio all'ingrosso di prodotti della pesca congelati, surgelati, conservati, secchi
G;463820;Commercio all'ingrosso di prodotti della pesca congelati, surgelati, conservati, secchi
G;46383;Commercio all'ingrosso di pasti e piatti pronti
G;463830;Commercio all'ingrosso di pasti e piatti pronti
G;46389;Commercio all'ingrosso di altri prodotti alimentari
G;463890;Commercio all'ingrosso di altri prodotti alimentari
G;4639;Commercio all'ingrosso non specializzato di prodotti alimentari, bevande e tabacco
G;46391;Commercio all'ingrosso non specializzato di prodotti surgelati
G;463910;Commercio all'ingrosso non specializzato di prodotti surgelati
G;46392;Commercio all'ingrosso non specializzato di altri prodotti alimentari, bevande e tabacco
G;463920;Commercio all'ingrosso non specializzato di altri prodotti alimentari, bevande e tabacco
G;464;COMMERCIO ALL'INGROSSO DI BENI DI CONSUMO FINALE
G;4641;Commercio all'ingrosso di prodotti tessili
G;46411;Commercio all'ingrosso di tessuti
G;464110;Commercio all'ingrosso di tessuti
G;46412;Commercio all'ingrosso di articoli di merceria, filati e passamaneria
G;464120;Commercio all'ingrosso di articoli di merceria, filati e passamaneria
G;46419;Commercio all'ingrosso di altri articoli tessili
G;464190;Commercio all'ingrosso di altri articoli tessili
G;4642;Commercio all'ingrosso di abbigliamento e di calzature
G;46421;Commercio all'ingrosso di abbigliamento e accessori
G;464210;Commercio all'ingrosso di abbigliamento e accessori
G;46422;Commercio all'ingrosso di articoli in pelliccia
G;464220;Commercio all'ingrosso di articoli in pelliccia
G;46423;Commercio all'ingrosso di camicie, biancheria intima, maglieria e simili
G;464230;Commercio all'ingrosso di camicie, biancheria intima, maglieria e simili
G;46424;Commercio all'ingrosso di calzature e accessori
G;464240;Commercio all'ingrosso di calzature e accessori
G;4643;"Commercio all'ingrosso di elettrodomestici, elettronica di consumo audio e video; articoli per fotografia, cinematografia e ottica"
G;46431;Commercio all'ingrosso di elettrodomestici, di elettronica di consumo audio e video
G;464310;Commercio all'ingrosso di elettrodomestici, di elettronica di consumo audio e video
G;46432;Commercio all'ingrosso di supporti registrati, audio, video (Cd, Dvd e altri supporti)
G;464320;Commercio all'ingrosso di supporti registrati, audio, video (Cd, Dvd e altri supporti)
G;46433;Commercio all'ingrosso di articoli per fotografia, cinematografia e ottica
G;464330;Commercio all'ingrosso di articoli per fotografia, cinematografia e ottica
G;4644;Commercio all'ingrosso di articoli di porcellana, di vetro e di prodotti per la pulizia
G;46441;Commercio all'ingrosso di vetreria e cristalleria
G;464410;Commercio all'ingrosso di vetreria e cristalleria
G;46442;Commercio all'ingrosso di ceramiche e porcellana
G;464420;Commercio all'ingrosso di ceramiche e porcellana
G;46443;Commercio all'ingrosso di saponi, detersivi e altri prodotti per la pulizia
G;464430;Commercio all'ingrosso di saponi, detersivi e altri prodotti per la pulizia
G;46444;Commercio all'ingrosso di coltelleria, posateria e pentolame
G;464440;Commercio all'ingrosso di coltelleria, posateria e pentolame
G;4645;Commercio all'ingrosso di profumi e cosmetici
G;46450;Commercio all'ingrosso di profumi e cosmetici
G;464500;Commercio all'ingrosso di profumi e cosmetici
G;4646;Commercio all'ingrosso di prodotti farmaceutici
G;46461;Commercio all'ingrosso di medicinali
G;464610;Commercio all'ingrosso di medicinali
G;46462;Commercio all'ingrosso di prodotti botanici per uso farmaceutico
G;464620;Commercio all'ingrosso di prodotti botanici per uso farmaceutico
G;46463;Commercio all'ingrosso di articoli medicali ed ortopedici
G;464630;Commercio all'ingrosso di articoli medicali ed ortopedici
G;4647;Commercio all'ingrosso di mobili, tappeti e articoli per l'illuminazione
G;46471;Commercio all'ingrosso di mobili di qualsiasi materiale
G;464710;Commercio all'ingrosso di mobili di qualsiasi materiale
G;46472;Commercio all'ingrosso di tappeti
G;464720;Commercio all'ingrosso di tappeti
G;46473;"Commercio all'ingrosso di articoli per l'illuminazione; materiale elettrico vario per uso domestico"
G;464730;"Commercio all'ingrosso di articoli per l'illuminazione; materiale elettrico vario per uso domestico"
G;4648;Commercio all'ingrosso di orologi e di gioielleria
G;46480;Commercio all'ingrosso di orologi e di gioielleria
G;464800;Commercio all'ingrosso di orologi e di gioielleria
G;4649;Commercio all'ingrosso di altri beni di consumo
G;46491;Commercio all'ingrosso di carta, cartone e articoli di cartoleria
G;464910;Commercio all'ingrosso di carta, cartone e articoli di cartoleria
G;46492;Commercio all'ingrosso di libri, riviste e giornali
G;464920;Commercio all'ingrosso di libri, riviste e giornali
G;46493;Commercio all'ingrosso di giochi e giocattoli
G;464930;Commercio all'ingrosso di giochi e giocattoli
G;46494;Commercio all'ingrosso di articoli sportivi (incluse le biciclette)
G;464940;Commercio all'ingrosso di articoli sportivi (incluse le biciclette)
G;46495;"Commercio all'ingrosso di articoli in pelle; articoli da viaggio in qualsiasi materiale"
G;464950;"Commercio all'ingrosso di articoli in pelle; articoli da viaggio in qualsiasi materiale"
G;46499;Commercio all'ingrosso di vari prodotti di consumo non alimentare nca
G;464990;Commercio all'ingrosso di vari prodotti di consumo non alimentare nca
G;465;COMMERCIO ALL'INGROSSO DI APPARECCHIATURE ICT
G;4651;Commercio all'ingrosso di computer, apparecchiature informatiche periferiche e di software
G;46510;Commercio all'ingrosso di computer, apparecchiature informatiche periferiche e di software
G;465100;Commercio all'ingrosso di computer, apparecchiature informatiche periferiche e di software
G;4652;Commercio all'ingrosso di apparecchiature elettroniche per telecomunicazioni e componenti elettronici 
G;46520;Commercio all'ingrosso apparecchiature elettroniche per telecomunicazioni e componenti elettronici
G;465201;Commercio all'ingrosso di apparecchi e materiali telefonici
G;465202;Commercio all'ingrosso di nastri non registrati
G;465209;Commercio all'ingrosso di altre apparecchiature elettroniche per telecomunicazioni e di altri componenti elettronici
G;466;COMMERCIO ALL'INGROSSO DI ALTRI MACCHINARI, ATTREZZATURE E FORNITURE
G;4661;Commercio all'ingrosso di macchinari, attrezzature e forniture agricole
G;46610;Commercio all'ingrosso di macchine, accessori e utensili agricoli, inclusi i trattori
G;466100;Commercio all'ingrosso di macchine, accessori e utensili agricoli, inclusi i trattori
G;4662;Commercio all'ingrosso di macchine utensili
G;46620;Commercio all'ingrosso di macchine utensili (incluse le relative parti intercambiabili)
G;466200;Commercio all'ingrosso di macchine utensili (incluse le relative parti intercambiabili)
G;4663;Commercio all'ingrosso di macchinari per l'estrazione, l'edilizia e l'ingegneria civile
G;46630;Commercio all'ingrosso di macchine per le miniere, l'edilizia e l'ingegneria civile
G;466300;Commercio all'ingrosso di macchine per le miniere, l'edilizia e l'ingegneria civile
G;4664;Commercio all'ingrosso di macchinari per l'industria tessile, di macchine per cucire e per maglieria
G;46640;Commercio all'ingrosso di macchine per l'industria tessile, di macchine per cucire e per maglieria
G;466400;Commercio all'ingrosso di macchine per l'industria tessile, di macchine per cucire e per maglieria
G;4665;Commercio all'ingrosso di mobili per ufficio e negozi
G;46650;Commercio all'ingrosso di mobili per ufficio e negozi
G;466500;Commercio all'ingrosso di mobili per ufficio e negozi
G;4666;Commercio all'ingrosso di altre macchine e attrezzature per ufficio
G;46660;Commercio all'ingrosso di altre macchine e attrezzature per ufficio
G;466600;Commercio all'ingrosso di altre macchine e attrezzature per ufficio
G;4669;Commercio all'ingrosso di altri macchinari e attrezzature
G;46691;Commercio all'ingrosso di mezzi ed attrezzature di trasporto
G;466911;Commercio all'ingrosso di imbarcazioni da diporto
G;466919;Commercio all'ingrosso di altri mezzi ed attrezzature di trasporto
G;46692;Commercio all'ingrosso di materiale elettrico per impianti di uso industriale
G;466920;Commercio all'ingrosso di materiale elettrico per impianti di uso industriale
G;46693;Commercio all'ingrosso di apparecchiature per parrucchieri, palestre, solarium e centri estetici
G;466930;Commercio all'ingrosso di apparecchiature per parrucchieri, palestre, solarium e centri estetici
G;46699;Commercio all'ingrosso di altre macchine e attrezzature per l'industria, il commercio e la navigazione
G;466991;Commercio all'ingrosso di strumenti e attrezzature di misurazione per uso scientifico
G;466992;Commercio all'ingrosso di strumenti e attrezzature di misurazione per uso non scientifico
G;466993;Commercio all'ingrosso di giochi per luna-park e videogiochi per pubblici esercizi
G;466994;Commercio all'ingrosso di articoli antincendio e antinfortunistici
G;466999;Commercio all'ingrosso di altre macchine ed attrezzature per l'industria, il commercio e la navigazione nca
G;467;COMMERCIO ALL'INGROSSO SPECIALIZZATO DI ALTRI PRODOTTI
G;4671;Commercio all'ingrosso di combustibili solidi, liquidi, gassosi e di prodotti derivati
G;46710;Commercio all'ingrosso di prodotti petroliferi e lubrificanti per autotrazione, di combustibili per riscaldamento
G;467100;Commercio all'ingrosso di prodotti petroliferi e lubrificanti per autotrazione, di combustibili per riscaldamento
G;4672;Commercio all'ingrosso di metalli e di minerali metalliferi
G;46721;Commercio all'ingrosso di minerali metalliferi, di metalli ferrosi e prodotti semilavorati
G;467210;Commercio all'ingrosso di minerali metalliferi, di metalli ferrosi e prodotti semilavorati
G;46722;Commercio all'ingrosso di metalli non ferrosi e prodotti semilavorati
G;467220;Commercio all'ingrosso di metalli non ferrosi e prodotti semilavorati
G;4673;Commercio all'ingrosso di legname e di materiali da costruzione, apparecchi igienico-sanitari, vetro piano, vernici e colori
G;46731;Commercio all'ingrosso di legname, semilavorati in legno e legno artificiale
G;467310;Commercio all'ingrosso di legname, semilavorati in legno e legno artificiale
G;46732;Commercio all'ingrosso di materiali da costruzione (inclusi gli apparecchi igienico-sanitari)
G;467321;Commercio all'ingrosso di moquette e linoleum
G;467322;Commercio all'ingrosso di altri materiali per rivestimenti (inclusi gli apparecchi igienico-sanitari)
G;467323;Commercio all'ingrosso di infissi
G;467329;Commercio all'ingrosso di altri materiali da costruzione
G;46733;Commercio all'ingrosso di vetro piano
G;467330;Commercio all'ingrosso di vetro piano
G;46734;Commercio all'ingrosso di carta da parati, colori e vernici
G;467340;Commercio all'ingrosso di carta da parati, colori e vernici
G;4674;Commercio all'ingrosso di ferramenta, di apparecchi e accessori per impianti idraulici e di riscaldamento
G;46741;Commercio all'ingrosso di articoli in ferro e in altri metalli (ferramenta)
G;467410;Commercio all'ingrosso di articoli in ferro e in altri metalli (ferramenta)
G;46742;Commercio all'ingrosso di apparecchi e accessori per impianti idraulici, di riscaldamento e di condizionamento
G;467420;Commercio all'ingrosso di apparecchi e accessori per impianti idraulici, di riscaldamento e di condizionamento
G;4675;Commercio all'ingrosso di prodotti chimici
G;46750;Commercio all'ingrosso di prodotti chimici
G;467501;Commercio all'ingrosso di fertilizzanti e di altri prodotti chimici per l'agricoltura
G;467502;Commercio all'ingrosso di prodotti chimici per l'industria
G;4676;Commercio all'ingrosso di altri prodotti intermedi
G;46761;Commercio all'ingrosso di fibre tessili gregge e semilavorate
G;467610;Commercio all'ingrosso di fibre tessili gregge e semilavorate
G;46762;Commercio all'ingrosso di gomma greggia, materie plastiche in forme primarie e semilavorati
G;467620;Commercio all'ingrosso di gomma greggia, materie plastiche in forme primarie e semilavorati
G;46763;Commercio all'ingrosso di imballaggi
G;467630;Commercio all'ingrosso di imballaggi
G;46769;Commercio all'ingrosso di altri prodotti intermedi nca
G;467690;Commercio all'ingrosso di altri prodotti intermedi nca
G;4677;Commercio all'ingrosso di rottami e cascami
G;46771;Commercio all'ingrosso di rottami e sottoprodotti della lavorazione industriale metallici
G;467710;Commercio all'ingrosso di rottami e sottoprodotti della lavorazione industriale metallici
G;46772;"Commercio all'ingrosso di altri materiali di recupero non metallici (vetro, carta, cartoni eccetera); sottoprodotti non metallici della lavorazione industriale (cascami)"
G;467720;"Commercio all'ingrosso di altri materiali di recupero non metallici (vetro, carta, cartoni eccetera); sottoprodotti non metallici della lavorazione industriale (cascami)"
G;469;COMMERCIO ALL'INGROSSO NON SPECIALIZZATO
G;4690;Commercio all'ingrosso non specializzato
G;46900;Commercio all'ingrosso non specializzato
G;47;COMMERCIO AL DETTAGLIO (ESCLUSO QUELLO DI AUTOVEICOLI E DI MOTOCICLI)
G;471;COMMERCIO AL DETTAGLIO IN ESERCIZI NON SPECIALIZZATI
G;4711;Commercio al dettaglio in esercizi non specializzati con prevalenza di prodotti alimentari e bevande
G;47111;Ipermercati
G;471110;Ipermercati
G;47112;Supermercati
G;471120;Supermercati
G;47113;Discount di alimentari
G;471130;Discount di alimentari
G;47114;Minimercati ed altri esercizi non specializzati di alimentari vari
G;471140;Minimercati ed altri esercizi non specializzati di alimentari vari
G;47115;Commercio al dettaglio di prodotti surgelati
G;471150;Commercio al dettaglio di prodotti surgelati
G;4719;Commercio al dettaglio in altri esercizi non specializzati
G;47191;Grandi magazzini
G;471910;Grandi magazzini
G;47192;Commercio al dettaglio in esercizi non specializzati di computer, periferiche, attrezzature per le telecomunicazioni, elettronica di consumo audio e video, elettrodomestici
G;471920;Commercio al dettaglio in esercizi non specializzati di computer, periferiche, attrezzature per le telecomunicazioni, elettronica di consumo audio e video, elettrodomestici
G;47199;Empori ed altri negozi non specializzati di vari prodotti non alimentari
G;471990;Empori ed altri negozi non specializzati di vari prodotti non alimentari
G;472;COMMERCIO AL DETTAGLIO DI PRODOTTI ALIMENTARI, BEVANDE E TABACCO IN ESERCIZI SPECIALIZZATI
G;4721;Commercio al dettaglio di frutta e verdura in esercizi specializzati
G;47210;Commercio al dettaglio di frutta e verdura
G;472101;Commercio al dettaglio di frutta e verdura fresca
G;472102;Commercio al dettaglio di frutta e verdura preparata e conservata
G;4722;Commercio al dettaglio di carni e di prodotti a base di carne in esercizi specializzati
G;47220;Commercio al dettaglio di carni e di prodotti a base di carne
G;472200;Commercio al dettaglio di carni e di prodotti a base di carne
G;4723;Commercio al dettaglio di pesci, crostacei e molluschi in esercizi specializzati
G;47230;Commercio al dettaglio di pesci, crostacei e molluschi
G;472300;Commercio al dettaglio di pesci, crostacei e molluschi
G;4724;Commercio al dettaglio di pane, torte, dolciumi e confetteria in esercizi specializzati
G;47241;Commercio al dettaglio di pane
G;472410;Commercio al dettaglio di pane
G;47242;Commercio al dettaglio di torte, dolciumi, confetteria
G;472420;Commercio al dettaglio di torte, dolciumi, confetteria
G;4725;Commercio al dettaglio di bevande in esercizi specializzati
G;47250;Commercio al dettaglio di bevande
G;472500;Commercio al dettaglio di bevande
G;4726;Commercio al dettaglio di prodotti del tabacco in esercizi specializzati
G;47260;Commercio al dettaglio di generi di monopolio (tabaccherie)
G;472600;Commercio al dettaglio di generi di monopolio (tabaccherie)
G;4729;Commercio al dettaglio di altri prodotti alimentari in esercizi specializzati
G;47291;Commercio al dettaglio di latte e di prodotti lattiero-caseari
G;472910;Commercio al dettaglio di latte e di prodotti lattiero-caseari
G;47292;Commercio al dettaglio di caffè torrefatto
G;472920;Commercio al dettaglio di caffè torrefatto
G;47293;Commercio al dettaglio di prodotti macrobiotici e dietetici
G;472930;Commercio al dettaglio di prodotti macrobiotici e dietetici
G;47299;Commercio al dettaglio di altri prodotti alimentari in esercizi specializzati nca
G;472990;Commercio al dettaglio di altri prodotti alimentari in esercizi specializzati nca
G;473;COMMERCIO AL DETTAGLIO DI CARBURANTE PER AUTOTRAZIONE IN ESERCIZI SPECIALIZZATI
G;4730;Commercio al dettaglio di carburante per autotrazione in esercizi specializzati
G;47300;Commercio al dettaglio di carburante per autotrazione
G;473000;Commercio al dettaglio di carburante per autotrazione
G;474;COMMERCIO AL DETTAGLIO DI APPARECCHIATURE INFORMATICHE E PER LE TELECOMUNICAZIONI (ICT) IN ESERCIZI SPECIALIZZATI
G;4741;Commercio al dettaglio di computer, unità periferiche, software e attrezzature per ufficio in esercizi specializzati
G;47410;Commercio al dettaglio di computer, unità periferiche, software e attrezzature per ufficio in esercizi specializzati
G;474100;Commercio al dettaglio di computer, unità periferiche, software e attrezzature per ufficio in esercizi specializzati
G;4742;Commercio al dettaglio di apparecchiature per le telecomunicazioni e la telefonia in esercizi specializzati
G;47420;Commercio al dettaglio di apparecchiature per le telecomunicazioni e la telefonia in esercizi specializzati
G;474200;Commercio al dettaglio di apparecchiature per le telecomunicazioni e la telefonia in esercizi specializzati
G;4743;Commercio al dettaglio di apparecchiature audio e video in esercizi specializzati
G;47430;Commercio al dettaglio di apparecchi audio e video in esercizi specializzati
G;474300;Commercio al dettaglio di apparecchi audio e video in esercizi specializzati
G;475;COMMERCIO AL DETTAGLIO DI ALTRI PRODOTTI PER USO DOMESTICO IN ESERCIZI SPECIALIZZATI
G;4751;Commercio al dettaglio di prodotti tessili in esercizi specializzati
G;47511;Commercio al dettaglio di tessuti per l'abbigliamento, l'arredamento e di biancheria per la casa
G;475110;Commercio al dettaglio di tessuti per l'abbigliamento, l'arredamento e di biancheria per la casa
G;47512;Commercio al dettaglio di filati per maglieria e merceria
G;475120;Commercio al dettaglio di filati per maglieria e merceria
G;4752;Commercio al dettaglio di ferramenta, vernici, vetro piano e materiali da costruzione in esercizi specializzati
G;47521;Commercio al dettaglio di ferramenta, vernici, vetro piano e materiale elettrico e termoidraulico
G;475210;Commercio al dettaglio di ferramenta, vernici, vetro piano e materiale elettrico e termoidraulico
G;47522;Commercio al dettaglio di articoli igienico-sanitari
G;475220;Commercio al dettaglio di articoli igienico-sanitari
G;47523;Commercio al dettaglio di materiali da costruzione, ceramiche e piastrelle
G;475230;Commercio al dettaglio di materiali da costruzione, ceramiche e piastrelle
G;47524;"Commercio al dettaglio di macchine, attrezzature e prodotti per l'agricoltura; macchine e attrezzature per il giardinaggio"
G;475240;"Commercio al dettaglio di macchine, attrezzature e prodotti per l'agricoltura; macchine e attrezzature per il giardinaggio"
G;4753;Commercio al dettaglio di tappeti, scendiletto e rivestimenti per pavimenti e pareti (moquette, linoleum) in esercizi specializzati
G;47531;Commercio al dettaglio di tappeti, tende e tendine
G;475311;Commercio al dettaglio di tende e tendine
G;475312;Commercio al dettaglio di tappeti
G;47532;Commercio al dettaglio di carta da parati e rivestimenti per pavimenti (moquette e linoleum)
G;475320;Commercio al dettaglio di carta da parati e rivestimenti per pavimenti (moquette e linoleum)
G;4754;Commercio al dettaglio di elettrodomestici in esercizi specializzati
G;47540;Commercio al dettaglio di elettrodomestici in esercizi specializzati
G;475400;Commercio al dettaglio di elettrodomestici in esercizi specializzati
